0.059768595,0.38672918,0.098606385
0.059768595,0.29372758,0.31920502
0.059768595,0.2874213,0.41598067
0.11294644,0.8460844,0.08231043
0.11294644,0.8460844,0.10332676
0.11294644,0.8460844,0.085471205
0.11294644,0.4135117,0.057381313
0.11294644,0.2874213,0.63803655
0.06748277,0.8460844,0.060677953
0.06748277,0.8460844,0.5193344
0.06748277,0.4135117,0.04958304
0.06748277,0.2874213,0.63803655
0.06912556,0.38672918,0.08973954
0.06912556,0.29372758,0.31920502
0.06912556,0.2874213,0.41598067
0.07476255,0.2981049,0.048844155
0.07476255,0.8460844,0.057653766
0.07476255,0.8460844,0.5193344
0.07476255,0.4135117,0.0503267
0.07476255,0.2874213,0.63803655
0.057349853,0.8460844,0.053963453
0.057349853,0.8460844,0.063574426
0.057349853,0.4135117,0.061394554
0.057349853,0.2874213,0.63803655
0.03508025,0.2874213,0.19545503
0.08292261,0.38672918,0.08785865
0.08292261,0.29372758,0.31920502
0.08292261,0.2874213,0.41598067
0.071742885,0.8460844,0.13768183
0.071742885,0.4135117,0.041529007
0.071742885,0.2874213,0.63803655
0.07923382,0.33132848,0.055931795
0.07923382,0.33132848,0.050450906
0.07923382,0.33132848,0.04566462
0.07923382,0.8460844,0.06050086
0.07923382,0.8460844,0.5193344
0.07923382,0.4135117,0.084900394
0.07923382,0.2874213,0.63803655
0.061552696,0.38672918,0.12915064
0.061552696,0.29372758,0.31920502
0.061552696,0.2874213,0.41598067
0.07545951,0.38672918,0.08753524
0.07545951,0.29372758,0.31920502
0.07545951,0.2874213,0.41598067
0.093140975,0.8460844,0.063131824
0.093140975,0.8460844,0.097628586
0.093140975,0.8460844,0.06365147
0.093140975,0.8460844,0.065579176
0.093140975,0.4135117,0.053439062
0.093140975,0.2874213,0.63803655
0.09238872,0.8460844,0.09180372
0.09238872,0.8460844,0.101822376
0.09238872,0.4135117,0.041312482
0.09238872,0.2874213,0.63803655
0.05733436,0.33132848,0.058876995
0.05733436,0.8460844,0.056873873
0.05733436,0.8460844,0.08443263
0.05733436,0.4135117,0.057952434
0.05733436,0.2874213,0.63803655
0.061155606,0.8460844,0.07213249
0.061155606,0.8460844,0.5193344
0.061155606,0.4135117,0.06207179
0.061155606,0.2874213,0.63803655
0.060287822,0.8460844,0.08470126
0.060287822,0.8460844,0.5193344
0.060287822,0.4135117,0.049043808
0.060287822,0.2874213,0.63803655
0.057755735,0.33132848,0.05325488
0.057755735,0.8460844,0.09212409
0.057755735,0.8460844,0.089466766
0.057755735,0.4135117,0.063795485
0.057755735,0.2874213,0.63803655
0.058824517,0.8460844,0.052518833
0.058824517,0.4135117,0.06230885
0.058824517,0.2874213,0.63803655
0.100839235,0.8460844,0.059798904
0.100839235,0.8460844,0.046739426
0.100839235,0.8460844,0.5193344
0.100839235,0.4135117,0.07167645
0.100839235,0.2874213,0.63803655
0.079233564,0.8460844,0.084510416
0.079233564,0.8460844,0.5193344
0.079233564,0.4135117,0.06138128
0.079233564,0.2874213,0.63803655
0.058847014,0.8460844,0.14513066
0.058847014,0.4135117,0.05440786
0.058847014,0.2874213,0.63803655
0.09999458,0.8460844,0.07567911
0.09999458,0.8460844,0.5193344
0.09999458,0.4135117,0.047539674
0.09999458,0.2874213,0.63803655
0.07579903,0.8460844,0.13295422
0.07579903,0.4135117,0.054692745
0.07579903,0.2874213,0.63803655
0.06735389,0.38672918,0.092214376
0.06735389,0.29372758,0.31920502
0.06735389,0.2874213,0.41598067
0.050721034,0.4135117,0.055781938
0.057820857,0.38672918,0.07721154
0.057820857,0.29372758,0.31920502
0.057820857,0.2874213,0.41598067
0.06129969,0.38672918,0.0750275
0.06129969,0.29372758,0.31920502
0.06129969,0.2874213,0.41598067
0.055944726,0.8460844,0.068833195
0.055944726,0.8460844,0.5193344
0.055944726,0.4135117,0.059062917
0.055944726,0.2874213,0.63803655
0.076125406,0.38672918,0.08733841
0.076125406,0.29372758,0.31920502
0.076125406,0.2874213,0.41598067
0.073714554,0.8460844,0.0800522
0.073714554,0.8460844,0.5193344
0.073714554,0.4135117,0.044711176
0.073714554,0.2874213,0.63803655
0.09277458,0.33132848,0.088037714
0.09277458,0.8460844,0.10723067
0.09277458,0.8460844,0.5193344
0.09277458,0.4135117,0.055922095
0.09277458,0.2874213,0.63803655
0.049581364,0.2874213,0.19545503
0.07724809,0.38672918,0.08077943
0.07724809,0.29372758,0.31920502
0.07724809,0.2874213,0.41598067
0.06485549,0.8460844,0.08134981
0.06485549,0.8460844,0.5193344
0.06485549,0.4135117,0.054633245
0.06485549,0.2874213,0.63803655
0.036491074,0.2874213,0.19545503
0.07930238,0.38672918,0.07280518
0.07930238,0.29372758,0.31920502
0.07930238,0.2874213,0.41598067
0.086794764,0.8460844,0.096636906
0.086794764,0.4135117,0.06741874
0.086794764,0.2874213,0.63803655
0.06944544,0.38672918,0.082787804
0.06944544,0.29372758,0.31920502
0.06944544,0.2874213,0.41598067
0.06289263,0.4135117,0.07536537
0.07534013,0.8460844,0.06607514
0.07534013,0.8460844,0.5193344
0.07534013,0.4135117,0.060179498
0.07534013,0.2874213,0.63803655
0.033380296,0.2874213,0.19545503
0.062377892,0.4135117,0.052434776
0.07902604,0.8460844,0.06033944
0.07902604,0.4135117,0.051331777
0.07902604,0.2874213,0.63803655
0.086287566,0.33132848,0.068381704
0.086287566,0.8460844,0.052044295
0.086287566,0.8460844,0.5193344
0.086287566,0.4135117,0.07155986
0.086287566,0.2874213,0.63803655
0.07604861,0.2981049,0.05612807
0.07604861,0.8460844,0.10572407
0.07604861,0.4135117,0.0498774
0.07604861,0.2874213,0.63803655
0.051163744,0.8460844,0.039693348
0.051163744,0.8460844,0.063574426
0.051163744,0.4135117,0.048671328
0.051163744,0.2874213,0.63803655
0.05432268,0.8460844,0.070728295
0.05432268,0.8460844,0.09058658
0.05432268,0.4135117,0.057105716
0.05432268,0.2874213,0.63803655
0.06746218,0.38672918,0.07635046
0.06746218,0.29372758,0.31920502
0.06746218,0.2874213,0.41598067
0.039264936,0.2874213,0.19545503
0.08720354,0.8460844,0.07684119
0.08720354,0.8460844,0.5193344
0.08720354,0.4135117,0.06217611
0.08720354,0.2874213,0.63803655
0.07764383,0.38672918,0.1074908
0.07764383,0.29372758,0.31920502
0.07764383,0.2874213,0.41598067
0.055087335,0.8460844,0.13768183
0.055087335,0.4135117,0.03928254
0.055087335,0.2874213,0.63803655
0.042481415,0.2874213,0.19545503
0.03924671,0.38672918,0.065075666
0.03924671,0.29372758,0.31920502
0.03924671,0.2874213,0.41598067
0.09675764,0.8460844,0.08068631
0.09675764,0.8460844,0.5193344
0.09675764,0.4135117,0.07399856
0.09675764,0.2874213,0.63803655
0.037728176,0.2874213,0.19545503
0.07997163,0.8460844,0.052964624
0.07997163,0.8460844,0.5193344
0.07997163,0.4135117,0.050855063
0.07997163,0.2874213,0.63803655
0.068923704,0.8460844,0.079683684
0.068923704,0.8460844,0.5193344
0.068923704,0.4135117,0.06762847
0.068923704,0.2874213,0.63803655
0.09971939,0.33132848,0.063133135
0.09971939,0.33132848,0.07508293
0.09971939,0.8460844,0.08835779
0.09971939,0.4135117,0.05724215
0.09971939,0.2874213,0.63803655
0.081249095,0.8460844,0.08876415
0.081249095,0.4135117,0.044622272
0.081249095,0.2874213,0.63803655
0.054751024,0.8460844,0.14513066
0.054751024,0.4135117,0.05996007
0.054751024,0.2874213,0.63803655
0.07369755,0.8460844,0.08053643
0.07369755,0.8460844,0.5193344
0.07369755,0.4135117,0.066132516
0.07369755,0.2874213,0.63803655
0.058730118,0.38672918,0.10287675
0.058730118,0.29372758,0.31920502
0.058730118,0.2874213,0.41598067
0.074745364,0.8460844,0.13295422
0.074745364,0.4135117,0.05390036
0.074745364,0.2874213,0.63803655
0.033008996,0.2874213,0.19545503
0.06307703,0.4135117,0.053734973
0.0639087,0.38672918,0.08077943
0.0639087,0.29372758,0.31920502
0.0639087,0.2874213,0.41598067
0.082949296,0.38672918,0.07030074
0.082949296,0.29372758,0.31920502
0.082949296,0.2874213,0.41598067
0.060988996,0.38672918,0.06369772
0.060988996,0.29372758,0.31920502
0.060988996,0.2874213,0.41598067
0.08280458,0.8460844,0.08531784
0.08280458,0.8460844,0.5193344
